Gene stable ID,Gene name,Gene type
ENSAMXG00000030448,nmnat1,protein_coding
ENSAMXG00000033514,maco1b,protein_coding
ENSAMXG00000036084,flcn,protein_coding
ENSAMXG00000032549,tmem44,protein_coding
ENSAMXG00000039998,dtd2,protein_coding
ENSAMXG00000024917,emilin2a,protein_coding
ENSAMXG00000002249,,protein_coding
ENSAMXG00000035126,ppp2r2ca,protein_coding
ENSAMXG00000010942,fam49al,protein_coding
ENSAMXG00000014976,crygs2,protein_coding
ENSAMXG00000043352,sri,protein_coding
ENSAMXG00000039963,,protein_coding
ENSAMXG00000003540,p3h1,protein_coding
ENSAMXG00000013254,lzic,protein_coding
ENSAMXG00000008481,si:dkey-18a10.3,protein_coding
ENSAMXG00000012039,cnnm2a,protein_coding
ENSAMXG00000039855,,protein_coding
ENSAMXG00000018088,lpin2,protein_coding
ENSAMXG00000035207,cldn19,protein_coding
ENSAMXG00000006946,phtf1,protein_coding
ENSAMXG00000032837,nt5c3a,protein_coding
ENSAMXG00000015177,adamts1,protein_coding
ENSAMXG00000004985,poln,protein_coding
ENSAMXG00000036596,ATP13A3,protein_coding
ENSAMXG00000033853,,pseudogene
ENSAMXG00000043213,pcdh2ab5,protein_coding
ENSAMXG00000031157,,snRNA
ENSAMXG00000036309,il2rga,protein_coding
ENSAMXG00000040165,,protein_coding
ENSAMXG00000044039,trappc4,protein_coding
ENSAMXG00000006177,gmds,protein_coding
ENSAMXG00000034089,nubpl,protein_coding
ENSAMXG00000029653,kcnj14,protein_coding
ENSAMXG00000030823,gtf2e1,protein_coding
ENSAMXG00000006161,orc5,protein_coding
ENSAMXG00000038783,FUT9,protein_coding
ENSAMXG00000043539,,protein_coding
ENSAMXG00000006798,mlc1,protein_coding
ENSAMXG00000014798,casp7,protein_coding
ENSAMXG00000036993,,snRNA
ENSAMXG00000032440,pfkfb2b,protein_coding
ENSAMXG00000000817,ephx2,protein_coding
ENSAMXG00000029155,gli2b,protein_coding
ENSAMXG00000018398,cyp51,protein_coding
ENSAMXG00000017071,manba,protein_coding
ENSAMXG00000037740,,protein_coding
ENSAMXG00000035962,amer1,protein_coding
ENSAMXG00000020049,btbd11b,protein_coding
ENSAMXG00000003497,,protein_coding
ENSAMXG00000013255,clstn1,protein_coding
ENSAMXG00000034108,znf804a,protein_coding
ENSAMXG00000008578,ryr1a,protein_coding
ENSAMXG00000014830,stxbp5l,protein_coding
ENSAMXG00000042609,INHBB,protein_coding
ENSAMXG00000031366,,protein_coding
ENSAMXG00000037567,,protein_coding
ENSAMXG00000031883,,protein_coding
ENSAMXG00000034321,,protein_coding
ENSAMXG00000035573,,protein_coding
ENSAMXG00000038742,SNORA62,snoRNA
ENSAMXG00000034124,,protein_coding
ENSAMXG00000029521,,protein_coding
ENSAMXG00000003054,,protein_coding
ENSAMXG00000009675,zgc:152830,protein_coding
ENSAMXG00000037045,ctnnbip1,protein_coding
ENSAMXG00000017115,slc39a8,protein_coding
ENSAMXG00000030633,afap1,protein_coding
ENSAMXG00000039026,nt5c2a,protein_coding
ENSAMXG00000037109,shisa7b,protein_coding
ENSAMXG00000043392,,protein_coding
ENSAMXG00000025099,uts2r3,protein_coding
ENSAMXG00000039744,,protein_coding
ENSAMXG00000031259,Metazoa_SRP,misc_RNA
ENSAMXG00000035556,zgc:174888,protein_coding
ENSAMXG00000033450,,protein_coding
ENSAMXG00000041754,rtn2a,protein_coding
ENSAMXG00000037868,FUT9,protein_coding
ENSAMXG00000041439,,protein_coding
ENSAMXG00000032757,rhd,protein_coding
ENSAMXG00000029715,,protein_coding
ENSAMXG00000020084,cry1b,protein_coding
ENSAMXG00000006456,nrd1a,protein_coding
ENSAMXG00000014853,si:ch211-28p3.4,protein_coding
ENSAMXG00000011264,asb12a,protein_coding
ENSAMXG00000032106,znf865,protein_coding
ENSAMXG00000009394,taf6,protein_coding
ENSAMXG00000003940,,protein_coding
ENSAMXG00000039704,,protein_coding
ENSAMXG00000004511,bmper,protein_coding
ENSAMXG00000040771,hpcal4,protein_coding
ENSAMXG00000016146,grwd1,protein_coding
ENSAMXG00000018856,sema6e,protein_coding
ENSAMXG00000034969,cyyr1,protein_coding
ENSAMXG00000038159,si:ch211-195e19.1,protein_coding
ENSAMXG00000042036,mtmr8,protein_coding
ENSAMXG00000013276,pik3cd,protein_coding
ENSAMXG00000043065,tmem50a,protein_coding
ENSAMXG00000036792,zc3hc1,protein_coding
ENSAMXG00000036067,cdc23,protein_coding
ENSAMXG00000011695,arhgap5,protein_coding
ENSAMXG00000032742,prmt2,protein_coding
ENSAMXG00000037847,Metazoa_SRP,misc_RNA
ENSAMXG00000032853,zc3h15,protein_coding
ENSAMXG00000035150,spdl1,protein_coding
ENSAMXG00000036197,,misc_RNA
ENSAMXG00000033512,,protein_coding
ENSAMXG00000043289,Metazoa_SRP,misc_RNA
ENSAMXG00000038390,zgc:153431,protein_coding
ENSAMXG00000009417,dbpa,protein_coding
ENSAMXG00000026052,TMEM60,protein_coding
ENSAMXG00000042687,si:ch211-195e19.1,protein_coding
ENSAMXG00000001568,,protein_coding
ENSAMXG00000041964,,protein_coding
ENSAMXG00000010896,ilf2,protein_coding
ENSAMXG00000030258,,protein_coding
ENSAMXG00000043117,znf512,protein_coding
ENSAMXG00000032664,,protein_coding
ENSAMXG00000029032,si:ch211-28p3.3,protein_coding
ENSAMXG00000033378,si:ch211-195e19.1,protein_coding
ENSAMXG00000038471,,protein_coding
ENSAMXG00000014760,,protein_coding
ENSAMXG00000031345,diaph2,protein_coding
ENSAMXG00000031296,ugt1a1,protein_coding
ENSAMXG00000042047,tnfaip8l2b,protein_coding
ENSAMXG00000033298,rhoub,protein_coding
ENSAMXG00000000847,zgc:194275,protein_coding
ENSAMXG00000037962,,protein_coding
ENSAMXG00000006082,guca1a,protein_coding
ENSAMXG00000037390,,protein_coding
ENSAMXG00000006687,slc29a1b,protein_coding
ENSAMXG00000042480,immp2l,protein_coding
ENSAMXG00000018285,dctn1b,protein_coding
ENSAMXG00000033283,mgst3b,protein_coding
ENSAMXG00000025121,cdc42ep5,protein_coding
ENSAMXG00000011700,abraxas2,protein_coding
ENSAMXG00000003934,anxa5b,protein_coding
ENSAMXG00000034550,,protein_coding
ENSAMXG00000020339,rab4b,protein_coding
ENSAMXG00000030460,id1,protein_coding
ENSAMXG00000018158,myom1a,protein_coding
ENSAMXG00000004820,trpc6a,protein_coding
ENSAMXG00000040134,coq8aa,protein_coding
ENSAMXG00000031968,foxf2b,protein_coding
ENSAMXG00000034520,rsrp1,protein_coding
ENSAMXG00000006697,vipb,protein_coding
ENSAMXG00000032139,,protein_coding
ENSAMXG00000018833,lysmd1,protein_coding
ENSAMXG00000037713,znf513b,protein_coding
ENSAMXG00000025799,zgc:110333,protein_coding
ENSAMXG00000003930,anxa5b,protein_coding
ENSAMXG00000015133,APP,protein_coding
ENSAMXG00000001641,nrf1,protein_coding
ENSAMXG00000041852,fndc4b,protein_coding
ENSAMXG00000037457,atg12,protein_coding
ENSAMXG00000032901,foxq1b,protein_coding
ENSAMXG00000041695,sult6b1,protein_coding
ENSAMXG00000036416,uchl1,protein_coding
ENSAMXG00000018828,scnm1,protein_coding
ENSAMXG00000038556,bag1,protein_coding
ENSAMXG00000014859,zgc:158404,protein_coding
ENSAMXG00000004051,syf2,protein_coding
ENSAMXG00000006902,ncoa3,protein_coding
ENSAMXG00000012147,haus3,protein_coding
ENSAMXG00000025759,foxg1b,protein_coding
ENSAMXG00000039457,si:ch211-149k23.9,protein_coding
ENSAMXG00000018188,chmp5a,protein_coding
ENSAMXG00000011301,shisa2a,protein_coding
ENSAMXG00000030436,,protein_coding
ENSAMXG00000025800,,protein_coding
ENSAMXG00000040582,nucks1a,protein_coding
ENSAMXG00000006063,golgb1,protein_coding
ENSAMXG00000037330,5S_rRNA,rRNA
ENSAMXG00000042178,MIR183,miRNA
ENSAMXG00000043510,zc4h2,protein_coding
ENSAMXG00000032412,rcvrn2,protein_coding
ENSAMXG00000026053,lrrn3a,protein_coding
ENSAMXG00000018826,tmod4,protein_coding
ENSAMXG00000014870,dclre1a,protein_coding
ENSAMXG00000030455,,protein_coding
ENSAMXG00000035975,,protein_coding
ENSAMXG00000039540,limch1a,protein_coding
ENSAMXG00000037491,,protein_coding
ENSAMXG00000034254,acyp2,protein_coding
ENSAMXG00000010872,dlgap3,protein_coding
ENSAMXG00000012052,inaa,protein_coding
ENSAMXG00000038654,C5orf24,protein_coding
ENSAMXG00000038844,ugt1a1,protein_coding
ENSAMXG00000037705,cldn17,protein_coding
ENSAMXG00000040705,,protein_coding
ENSAMXG00000043689,rgs12b,protein_coding
ENSAMXG00000019233,ube2h,protein_coding
ENSAMXG00000014717,poglut2,protein_coding
ENSAMXG00000041811,ap2s1,protein_coding
ENSAMXG00000040973,nhlrc2,protein_coding
ENSAMXG00000004989,ptgr1,protein_coding
ENSAMXG00000025422,cx39.4,protein_coding
ENSAMXG00000001893,DOCK4,protein_coding
ENSAMXG00000000857,gckr,protein_coding
ENSAMXG00000008413,ddx46,protein_coding
ENSAMXG00000013305,mkxa,protein_coding
ENSAMXG00000037314,cyp51,protein_coding
ENSAMXG00000015199,tdo2b,protein_coding
ENSAMXG00000004531,bbs9,protein_coding
ENSAMXG00000043391,,protein_coding
ENSAMXG00000041297,smim12,protein_coding
ENSAMXG00000001166,,protein_coding
ENSAMXG00000014537,angptl7,protein_coding
ENSAMXG00000042449,runx3,protein_coding
ENSAMXG00000033230,fdps,protein_coding
ENSAMXG00000018817,vps72b,protein_coding
ENSAMXG00000006713,SPTBN1,protein_coding
ENSAMXG00000006797,nxph2a,protein_coding
ENSAMXG00000011328,zc3h12b,protein_coding
ENSAMXG00000012056,pcgf6,protein_coding
ENSAMXG00000038126,,protein_coding
ENSAMXG00000011707,eef1akmt2,protein_coding
ENSAMXG00000010840,pef1,protein_coding
ENSAMXG00000000862,si:ch73-340m8.2,protein_coding
ENSAMXG00000043446,,protein_coding
ENSAMXG00000004045,nolc1,protein_coding
ENSAMXG00000006769,spopla,protein_coding
ENSAMXG00000018191,oprk1,protein_coding
ENSAMXG00000011342,las1l,protein_coding
ENSAMXG00000002562,,protein_coding
ENSAMXG00000003062,grik1b,protein_coding
ENSAMXG00000012062,polr1c,protein_coding
ENSAMXG00000035246,,protein_coding
ENSAMXG00000013301,tmem201,protein_coding
ENSAMXG00000000865,,protein_coding
ENSAMXG00000025421,cx30.9,protein_coding
ENSAMXG00000042698,nkx6.3,protein_coding
ENSAMXG00000033751,slc45a3,protein_coding
ENSAMXG00000004035,micu1,protein_coding
ENSAMXG00000014553,qars1,protein_coding
ENSAMXG00000006762,kansl1l,protein_coding
ENSAMXG00000037311,,protein_coding
ENSAMXG00000037055,,protein_coding
ENSAMXG00000041644,si:dkey-40g16.5,protein_coding
ENSAMXG00000035847,angptl5,protein_coding
ENSAMXG00000035558,ptgr1,protein_coding
ENSAMXG00000040006,inpp5l,protein_coding
ENSAMXG00000015359,itpkb,protein_coding
ENSAMXG00000003461,si:ch211-117k10.3,protein_coding
ENSAMXG00000043106,,protein_coding
ENSAMXG00000039195,tex30,protein_coding
ENSAMXG00000038229,cfap300,protein_coding
ENSAMXG00000025728,slitrk3b,protein_coding
ENSAMXG00000042617,plpp1a,protein_coding
ENSAMXG00000036679,si:dkey-100n19.2,protein_coding
ENSAMXG00000020331,,protein_coding
ENSAMXG00000013308,slc25a33,protein_coding
ENSAMXG00000012200,csmd2,protein_coding
ENSAMXG00000044037,mcl1b,protein_coding
ENSAMXG00000006445,pdcd10b,protein_coding
ENSAMXG00000014664,nepro,protein_coding
ENSAMXG00000011712,INSYN2A,protein_coding
ENSAMXG00000003458,elk4,protein_coding
ENSAMXG00000003069,xpo1a,protein_coding
ENSAMXG00000043147,birc2,protein_coding
ENSAMXG00000041387,map2,protein_coding
ENSAMXG00000038824,,protein_coding
ENSAMXG00000018200,atp6v1h,protein_coding
ENSAMXG00000000132,GBP1,protein_coding
ENSAMXG00000041575,,protein_coding
ENSAMXG00000004558,eaf1,protein_coding
ENSAMXG00000033210,csgalnact1a,protein_coding
ENSAMXG00000003456,mfsd4aa,protein_coding
ENSAMXG00000043131,,protein_coding
ENSAMXG00000031976,exosc9,protein_coding
ENSAMXG00000018246,bco2b,protein_coding
ENSAMXG00000025208,adrb1,protein_coding
ENSAMXG00000001034,,protein_coding
ENSAMXG00000025017,,protein_coding
ENSAMXG00000011729,adam12,protein_coding
ENSAMXG00000008158,col6a1,protein_coding
ENSAMXG00000004839,polq,protein_coding
ENSAMXG00000004995,si:dkey-11k2.7,protein_coding
ENSAMXG00000003426,CDK18,protein_coding
ENSAMXG00000038752,ldb1a,protein_coding
ENSAMXG00000035091,ensab,protein_coding
ENSAMXG00000015329,stum,protein_coding
ENSAMXG00000000872,,protein_coding
ENSAMXG00000003878,ptpn9b,protein_coding
ENSAMXG00000030959,mpp7a,protein_coding
ENSAMXG00000044027,,protein_coding
ENSAMXG00000014586,slc10a2,protein_coding
ENSAMXG00000041579,,protein_coding
ENSAMXG00000014878,ccdc186,protein_coding
ENSAMXG00000004029,mcu,protein_coding
ENSAMXG00000004947,,protein_coding
ENSAMXG00000006045,hcls1,protein_coding
ENSAMXG00000035527,npas1,protein_coding
ENSAMXG00000031401,,protein_coding
ENSAMXG00000006882,zmynd8,protein_coding
ENSAMXG00000002333,,protein_coding
ENSAMXG00000040667,ccl38a.5,protein_coding
ENSAMXG00000034032,,protein_coding
ENSAMXG00000030964,pmvk,protein_coding
ENSAMXG00000042263,ptx3b,protein_coding
ENSAMXG00000010626,sgip1a,protein_coding
ENSAMXG00000013317,aurkaip1,protein_coding
ENSAMXG00000006439,,protein_coding
ENSAMXG00000038573,,protein_coding
ENSAMXG00000042972,ehd3,protein_coding
ENSAMXG00000004579,,protein_coding
ENSAMXG00000006751,myl1,protein_coding
ENSAMXG00000021519,pcdh19,protein_coding
ENSAMXG00000019996,eif4e2rs1,protein_coding
ENSAMXG00000025102,si:ch211-132e22.4,protein_coding
ENSAMXG00000042269,camlg,protein_coding
ENSAMXG00000030053,llph,protein_coding
ENSAMXG00000005004,pcf11,protein_coding
ENSAMXG00000006131,exoc2,protein_coding
ENSAMXG00000039312,mxra8b,protein_coding
ENSAMXG00000001213,GPAT4,protein_coding
ENSAMXG00000042021,,protein_coding
ENSAMXG00000033308,ARSB,protein_coding
ENSAMXG00000014566,GTPBP8,protein_coding
ENSAMXG00000039921,,protein_coding
ENSAMXG00000006865,dido1,protein_coding
ENSAMXG00000004025,oit3,protein_coding
ENSAMXG00000033248,,protein_coding
ENSAMXG00000032875,,protein_coding
ENSAMXG00000005063,ccdc90b,protein_coding
ENSAMXG00000000875,xkr6a,protein_coding
ENSAMXG00000014536,KPNA3,protein_coding
ENSAMXG00000043747,zcchc9,protein_coding
ENSAMXG00000042410,,protein_coding
ENSAMXG00000012078,prom2,protein_coding
ENSAMXG00000006001,ppfia2,protein_coding
ENSAMXG00000029933,,protein_coding
ENSAMXG00000029247,,protein_coding
ENSAMXG00000034103,fam167aa,protein_coding
ENSAMXG00000029646,,protein_coding
ENSAMXG00000006438,pak2a,protein_coding
ENSAMXG00000040354,rwdd2b,protein_coding
ENSAMXG00000042224,enpp4,protein_coding
ENSAMXG00000037294,,protein_coding
ENSAMXG00000033141,rgs20,protein_coding
ENSAMXG00000030049,,protein_coding
ENSAMXG00000029769,,protein_coding
ENSAMXG00000031330,clic5a,protein_coding
ENSAMXG00000032016,,protein_coding
ENSAMXG00000033641,,protein_coding
ENSAMXG00000010511,galnt14,protein_coding
ENSAMXG00000020010,,protein_coding
ENSAMXG00000003127,usp16,protein_coding
ENSAMXG00000034508,,protein_coding
ENSAMXG00000008362,lhfpl2a,protein_coding
ENSAMXG00000040631,,protein_coding
ENSAMXG00000042880,,protein_coding
ENSAMXG00000020117,ush1gb,protein_coding
ENSAMXG00000011348,msna,protein_coding
ENSAMXG00000043540,,protein_coding
ENSAMXG00000038494,camsap2b,protein_coding
ENSAMXG00000040404,,protein_coding
ENSAMXG00000012091,nsmce4a,protein_coding
ENSAMXG00000014914,ERGIC2,protein_coding
ENSAMXG00000025573,,protein_coding
ENSAMXG00000035041,,protein_coding
ENSAMXG00000013328,dvl1a,protein_coding
ENSAMXG00000016470,cdh4,protein_coding
ENSAMXG00000005112,alg8,protein_coding
ENSAMXG00000003072,fam161a,protein_coding
ENSAMXG00000033292,ogg1,protein_coding
ENSAMXG00000010637,wdr78,protein_coding
ENSAMXG00000006717,cps1,protein_coding
ENSAMXG00000018211,tcea1,protein_coding
ENSAMXG00000041775,wdr45,protein_coding
ENSAMXG00000020013,,protein_coding
ENSAMXG00000011764,dhx32b,protein_coding
ENSAMXG00000033513,tmem160,protein_coding
ENSAMXG00000020069,selenou1b,protein_coding
ENSAMXG00000039768,gbp1,protein_coding
ENSAMXG00000034452,,protein_coding
ENSAMXG00000029430,tnfrsf9a,protein_coding
ENSAMXG00000035736,,protein_coding
ENSAMXG00000032578,pars2,protein_coding
ENSAMXG00000040135,pla2g12b,protein_coding
ENSAMXG00000000881,,protein_coding
ENSAMXG00000033881,farsb,protein_coding
ENSAMXG00000008288,ncapg,protein_coding
ENSAMXG00000003403,klhdc8a,protein_coding
ENSAMXG00000039341,,protein_coding
ENSAMXG00000029242,egln2,protein_coding
ENSAMXG00000034178,tnmd,protein_coding
ENSAMXG00000006744,EML6,protein_coding
ENSAMXG00000000065,si:ch211-198c19.1,protein_coding
ENSAMXG00000018798,hormad1,protein_coding
ENSAMXG00000035371,,protein_coding
ENSAMXG00000026023,,protein_coding
ENSAMXG00000040516,,protein_coding
ENSAMXG00000029454,,pseudogene
ENSAMXG00000035432,,protein_coding
ENSAMXG00000036683,cavin2b,protein_coding
ENSAMXG00000043408,,protein_coding
ENSAMXG00000032196,,protein_coding
ENSAMXG00000015146,tdrd1,protein_coding
ENSAMXG00000042124,,protein_coding
ENSAMXG00000003381,slc41a1,protein_coding
ENSAMXG00000003076,cct4,protein_coding
ENSAMXG00000029804,pitpnaa,protein_coding
ENSAMXG00000034252,,protein_coding
ENSAMXG00000014465,spryd7b,protein_coding
ENSAMXG00000042195,,protein_coding
ENSAMXG00000004992,si:dkey-11k2.7,protein_coding
ENSAMXG00000000062,cep162,protein_coding
ENSAMXG00000004588,arhgef2,protein_coding
ENSAMXG00000036583,ing5b,protein_coding
ENSAMXG00000037753,,protein_coding
ENSAMXG00000004012,pde10a,protein_coding
ENSAMXG00000004998,TXN,protein_coding
ENSAMXG00000038729,onecutl,protein_coding
ENSAMXG00000008400,stc1l,protein_coding
ENSAMXG00000036379,,protein_coding
ENSAMXG00000026025,,protein_coding
ENSAMXG00000003858,fat1a,protein_coding
ENSAMXG00000031422,txndc15,protein_coding
ENSAMXG00000033563,pars2,protein_coding
ENSAMXG00000029250,supt3h,protein_coding
ENSAMXG00000019542,,protein_coding
ENSAMXG00000030615,,protein_coding
ENSAMXG00000015397,vwa2,protein_coding
ENSAMXG00000020026,,protein_coding
ENSAMXG00000010508,angel2,protein_coding
ENSAMXG00000030237,znf277,protein_coding
ENSAMXG00000035867,,protein_coding
ENSAMXG00000043085,guca1d,protein_coding
ENSAMXG00000040980,,protein_coding
ENSAMXG00000014449,trim13,protein_coding
ENSAMXG00000034760,PCBD2,protein_coding
ENSAMXG00000011768,klf11b,protein_coding
ENSAMXG00000016453,taf4a,protein_coding
ENSAMXG00000037403,,protein_coding
ENSAMXG00000005018,svep1,protein_coding
ENSAMXG00000029160,,protein_coding
ENSAMXG00000030026,ctss2.1,protein_coding
ENSAMXG00000039874,pde6d,protein_coding
ENSAMXG00000008110,col6a2,protein_coding
ENSAMXG00000033603,ccl20a.3,protein_coding
ENSAMXG00000040532,,protein_coding
ENSAMXG00000014351,rnaseh2b,protein_coding
ENSAMXG00000040103,vash2,protein_coding
ENSAMXG00000011359,,protein_coding
ENSAMXG00000033034,,protein_coding
ENSAMXG00000035915,lin7a,protein_coding
ENSAMXG00000041115,,protein_coding
ENSAMXG00000034238,slc43a2a,protein_coding
ENSAMXG00000011380,arhgap20b,protein_coding
ENSAMXG00000035647,si:dkey-240h12.4,protein_coding
ENSAMXG00000039115,,protein_coding
ENSAMXG00000003991,tbxtb,protein_coding
ENSAMXG00000026257,TASL,protein_coding
ENSAMXG00000039364,elf1,protein_coding
ENSAMXG00000014611,,protein_coding
ENSAMXG00000010655,phb2b,protein_coding
ENSAMXG00000000057,mrap2a,protein_coding
ENSAMXG00000036627,,protein_coding
ENSAMXG00000017332,slc6a19b,protein_coding
ENSAMXG00000037664,,protein_coding
ENSAMXG00000042527,capn10,protein_coding
ENSAMXG00000008217,,protein_coding
ENSAMXG00000003362,si:ch211-112f3.4,protein_coding
ENSAMXG00000031672,,protein_coding
ENSAMXG00000000428,myf5,protein_coding
ENSAMXG00000040727,cdh26.1,protein_coding
ENSAMXG00000041565,si:dkey-118k5.3,protein_coding
ENSAMXG00000018214,si:dkey-94e7.2,protein_coding
ENSAMXG00000000053,plekho1b,protein_coding
ENSAMXG00000003093,pus10,protein_coding
ENSAMXG00000041114,,protein_coding
ENSAMXG00000030976,,protein_coding
ENSAMXG00000018786,ctsk,protein_coding
ENSAMXG00000040888,,protein_coding
ENSAMXG00000020294,myo1cb,protein_coding
ENSAMXG00000006431,rabgap1l2,protein_coding
ENSAMXG00000041950,si:dkey-23o4.6,protein_coding
ENSAMXG00000003808,,protein_coding
ENSAMXG00000007905,eif4e2,protein_coding
ENSAMXG00000012106,ly6pge,protein_coding
ENSAMXG00000030311,,protein_coding
ENSAMXG00000035993,,protein_coding
ENSAMXG00000018220,GPR141,protein_coding
ENSAMXG00000029204,,protein_coding
ENSAMXG00000034159,,protein_coding
ENSAMXG00000000425,myf6,protein_coding
ENSAMXG00000001919,tmem168b,protein_coding
ENSAMXG00000029233,rfk,protein_coding
ENSAMXG00000003872,uxs1,protein_coding
ENSAMXG00000031541,,protein_coding
ENSAMXG00000010504,flvcr1,protein_coding
ENSAMXG00000039258,uts2a,protein_coding
ENSAMXG00000002724,,protein_coding
ENSAMXG00000037043,tagln,protein_coding
ENSAMXG00000018249,ctnnd2b,protein_coding
ENSAMXG00000000894,cdc5l,protein_coding
ENSAMXG00000030746,prr18,protein_coding
ENSAMXG00000036252,mogat3a,protein_coding
ENSAMXG00000041628,zgc:153031,protein_coding
ENSAMXG00000032414,irf10,protein_coding
ENSAMXG00000021507,drp2,protein_coding
ENSAMXG00000030877,,protein_coding
ENSAMXG00000043083,,protein_coding
ENSAMXG00000043601,si:ch211-253b8.5,protein_coding
ENSAMXG00000040565,cdx1b,protein_coding
ENSAMXG00000044046,sft2d1,protein_coding
ENSAMXG00000032514,,protein_coding
ENSAMXG00000033866,rps16,protein_coding
ENSAMXG00000029908,,protein_coding
ENSAMXG00000003351,etnk2,protein_coding
ENSAMXG00000017898,grhl1,protein_coding
ENSAMXG00000033379,bmt2,protein_coding
ENSAMXG00000024936,mterf2,protein_coding
ENSAMXG00000041468,,protein_coding
ENSAMXG00000000783,camk2a,protein_coding
ENSAMXG00000001238,pcsk5b,protein_coding
ENSAMXG00000025098,lingo4b,protein_coding
ENSAMXG00000042749,si:ch73-62b13.1,protein_coding
ENSAMXG00000041491,,protein_coding
